critical_tier,benign_tier,n_dissenting,c_critical,c_benign,dempster_shafer,bayesian_model_avg,arithmetic_average,safegate_acwcm,dempster_shafer_dilutes,bayesian_model_avg_dilutes,arithmetic_average_dilutes,safegate_acwcm_dilutes
R2,R5,1,0.9,0.7,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.9,0.8,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.9,0.9,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.95,0.3,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.95,0.4,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.95,0.5,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.95,0.6,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.95,0.7,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.95,0.8,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.95,0.9,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.99,0.3,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.99,0.4,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.99,0.5,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.99,0.6,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.99,0.7,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.99,0.8,R2,R2,R2,R2,False,False,False,False
R2,R5,1,0.99,0.9,R2,R2,R2,R2,False,False,False,False
R2,R5,2,0.5,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.5,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.5,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.5,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.5,0.7,R2,R5,R3,R2,False,True,True,False
R2,R5,2,0.5,0.8,R5,R5,R3,R2,True,True,True,False
R2,R5,2,0.5,0.9,R5,R5,R3,R2,True,True,True,False
R2,R5,2,0.6,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.6,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.6,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.6,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.6,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.6,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.6,0.9,R5,R2,R3,R2,True,False,True,False
R2,R5,2,0.7,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.7,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.7,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.7,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.7,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.7,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.7,0.9,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.8,0.3,R2,R2,R2,R2,False,False,False,False
R2,R5,2,0.8,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.8,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.8,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.8,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.8,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.8,0.9,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.9,0.3,R2,R2,R2,R2,False,False,False,False
R2,R5,2,0.9,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.9,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.9,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.9,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.9,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.9,0.9,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.95,0.3,R2,R2,R2,R2,False,False,False,False
R2,R5,2,0.95,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.95,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.95,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.95,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.95,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.95,0.9,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.99,0.3,R2,R2,R2,R2,False,False,False,False
R2,R5,2,0.99,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.99,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.99,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.99,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.99,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,2,0.99,0.9,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.5,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.5,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.5,0.5,R2,R5,R4,R2,False,True,True,False
R2,R5,3,0.5,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.5,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.5,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.5,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.6,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.6,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.6,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.6,0.6,R2,R5,R3,R2,False,True,True,False
R2,R5,3,0.6,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.6,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.6,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.7,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.7,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.7,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.7,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.7,0.7,R2,R5,R4,R2,False,True,True,False
R2,R5,3,0.7,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.7,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.8,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.8,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.8,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.8,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.8,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.8,0.8,R2,R5,R4,R2,False,True,True,False
R2,R5,3,0.8,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.9,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.9,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.9,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.9,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.9,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.9,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.9,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,3,0.95,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.95,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.95,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.95,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.95,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.95,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.95,0.9,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.99,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.99,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.99,0.5,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.99,0.6,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.99,0.7,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.99,0.8,R2,R2,R3,R2,False,False,True,False
R2,R5,3,0.99,0.9,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.5,0.3,R5,R2,R4,R2,True,False,True,False
R2,R5,4,0.5,0.4,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.5,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.5,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.5,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.5,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.5,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.6,0.3,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.6,0.4,R5,R2,R4,R2,True,False,True,False
R2,R5,4,0.6,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.6,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.6,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.6,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.6,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.7,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.7,0.4,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.7,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.7,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.7,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.7,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.7,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.8,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.8,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.8,0.5,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.8,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.8,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.8,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.8,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.9,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.9,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.9,0.5,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.9,0.6,R2,R5,R4,R2,False,True,True,False
R2,R5,4,0.9,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.9,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.9,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.95,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.95,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.95,0.5,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.95,0.6,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.95,0.7,R2,R5,R4,R2,False,True,True,False
R2,R5,4,0.95,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.95,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,4,0.99,0.3,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.99,0.4,R2,R2,R3,R2,False,False,True,False
R2,R5,4,0.99,0.5,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.99,0.6,R2,R2,R4,R2,False,False,True,False
R2,R5,4,0.99,0.7,R2,R5,R4,R2,False,True,True,False
R2,R5,4,0.99,0.8,R2,R5,R4,R2,False,True,True,False
R2,R5,4,0.99,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.5,0.3,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.5,0.4,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.5,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.5,0.6,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.5,0.7,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.5,0.8,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.5,0.9,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.6,0.3,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.6,0.4,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.6,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.6,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.6,0.7,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.6,0.8,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.6,0.9,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.7,0.3,R5,R2,R4,R2,True,False,True,False
R2,R5,5,0.7,0.4,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.7,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.7,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.7,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.7,0.8,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.7,0.9,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.8,0.3,R5,R2,R4,R2,True,False,True,False
R2,R5,5,0.8,0.4,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.8,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.8,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.8,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.8,0.8,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.8,0.9,R5,R5,R5,R2,True,True,True,False
R2,R5,5,0.9,0.3,R2,R2,R4,R2,False,False,True,False
R2,R5,5,0.9,0.4,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.9,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.9,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.9,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.9,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.9,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.95,0.3,R2,R2,R4,R2,False,False,True,False
R2,R5,5,0.95,0.4,R2,R5,R4,R2,False,True,True,False
R2,R5,5,0.95,0.5,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.95,0.6,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.95,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.95,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.95,0.9,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.99,0.3,R2,R2,R4,R2,False,False,True,False
R2,R5,5,0.99,0.4,R2,R2,R4,R2,False,False,True,False
R2,R5,5,0.99,0.5,R2,R5,R4,R2,False,True,True,False
R2,R5,5,0.99,0.6,R2,R5,R4,R2,False,True,True,False
R2,R5,5,0.99,0.7,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.99,0.8,R5,R5,R4,R2,True,True,True,False
R2,R5,5,0.99,0.9,R5,R5,R4,R2,True,True,True,False
